Issue_ID,Title,Description,amb_f_T,amb_f_TD,inc_f_T,inc_f_TD,amb_d_T,amb_d_TD,inc_d_T,inc_d_TD,amb_a_T,amb_a_TD,inc_a_T,inc_a_TD,amb_s_T,amb_s_TD,inc_s_T,inc_s_TD,sum_amb_T,sum_amb_TD,sum_inc_T,sum_inc_TD,Final_amb_T,Final_amb_TD,Final_inc_T,Final_inc_TD
ISSUE-206412,Create Entity Relationship Diagram of current ledger objects including primary and secondary keys used to link each object together.,"Create a diagram showing all the data objects that exist on the ledger, and are especially important for the identity protocol to use and reference the objects on the ledger (schema, claim definition, revocation registry, nym+attrs/did document, claim request, claim, proof request and proofs) so that we can demonstrate that the object retrieval calls on the ledger are properly formed and match the main use cases in libindy and elsewhere.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ISSUE-206580,Explore: Can doing a ping in the Getting Started Tutorial delete the active wallet,"Our document writer found an issue that needs to be verified. While running through the Getting Started Tutorial she noticed we use the command ping to verify connection to the agents. The instructions do not have you ping 'Acme Corp', but she tried it. When she ran 'ping Acme Corp' her active wallet was deleted. We need to verify this issue and log a bug if one is found.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISSUE-206497,Unclear messages appear during reading transactions,"Version Info: indy-node=1.2.209 Steps to Reproduce: 1. Set up the docker pool of 4 nodes with 1.2.209 version of indy-node. 2. Install client with the same version (using other machine, not docker container created by client_for_pool_start.sh). 3. Copy content of /var/lib/indy/sandbox/pool_transactions_genesis and /var/lib/indy/sandbox/domain_transactions_genesis files from node machine to /.indy-cli/networks/sandbox/pool_transactions_genesis and /.indy-cli/networks/sandbox/domain_transactions_genesis on client machine. 4. Run the client. Verify that all works correctly by rending write and read transactions. => transactions are successfully written and read. 5. Stop services on n-1 nodes one-by-one and send read transaction after each node stopping. Actual Results: Here is output of CLI for described steps: indy@sandbox> send NYM dest=V4SGRU86Z58d6TV7PBUe61 role=TRUST_ANCHOR verkey=~V4SGRU86Z58d6TV7PBUe61 Adding nym V4SGRU86Z58d6TV7PBUe61 Nym V4SGRU86Z58d6TV7PBUe61 added indy@sandbox> send GET_NYM dest=V4SGRU86Z58d6TV7PBUe61 Getting nym V4SGRU86Z58d6TV7PBUe61 Current verkey for NYM V4SGRU86Z58d6TV7PBUe61 is ~V4SGRU86Z58d6TV7PBUe61 with role TRUST_ANCHOR CONNECTION: HoN6XaczjWJpnyZUB1LvtpKpVLmzjJv78rCY3scKGt99 disconnected from Node5C indy@sandbox> send NYM dest=V4SGRU86Z58d6TV7PBUe62 role=TRUST_ANCHOR verkey=~V4SGRU86Z58d6TV7PBUe62 Adding nym V4SGRU86Z58d6TV7PBUe62 Nym V4SGRU86Z58d6TV7PBUe62 added indy@sandbox> send GET_NYM dest=V4SGRU86Z58d6TV7PBUe62 Getting nym V4SGRU86Z58d6TV7PBUe62 Current verkey for NYM V4SGRU86Z58d6TV7PBUe62 is ~V4SGRU86Z58d6TV7PBUe62 with role TRUST_ANCHOR CONNECTION: HoN6XaczjWJpnyZUB1LvtpKpVLmzjJv78rCY3scKGt99 disconnected from Node4C indy@sandbox> send NYM dest=V4SGRU86Z58d6TV7PBUe63 role=TRUST_ANCHOR verkey=~V4SGRU86Z58d6TV7PBUe62 Adding nym V4SGRU86Z58d6TV7PBUe63 indy@sandbox> send GET_NYM dest=V4SGRU86Z58d6TV7PBUe62 Getting nym V4SGRU86Z58d6TV7PBUe62 b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" Current verkey for NYM V4SGRU86Z58d6TV7PBUe62 is ~V4SGRU86Z58d6TV7PBUe62 with role TRUST_ANCHOR b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" CONNECTION: HoN6XaczjWJpnyZUB1LvtpKpVLmzjJv78rCY3scKGt99 disconnected from Node3C indy@sandbox> send GET_NYM dest=V4SGRU86Z58d6TV7PBUe61 Getting nym V4SGRU86Z58d6TV7PBUe61 b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" Current verkey for NYM V4SGRU86Z58d6TV7PBUe61 is ~V4SGRU86Z58d6TV7PBUe61 with role TRUST_ANCHOR indy@sandbox> send GET_NYM dest=V4SGRU86Z58d6TV7PBUe62 Getting nym V4SGRU86Z58d6TV7PBUe62 b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" Current verkey for NYM V4SGRU86Z58d6TV7PBUe62 is ~V4SGRU86Z58d6TV7PBUe62 with role TRUST_ANCHOR CONNECTION: HoN6XaczjWJpnyZUB1LvtpKpVLmzjJv78rCY3scKGt99 disconnected from Node2C indy@sandbox> send GET_NYM dest=V4SGRU86Z58d6TV7PBUe62 Getting nym V4SGRU86Z58d6TV7PBUe62 b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" b""""\x86\xbb\xfa\xafdun\x90\xe3k\xd7T&@'\x11)\x9c\x9bt\xe3\xceh\x90\x95\x97\xaeB\x04\xf9I\x93"""" Expected Results: Obvious problem is that messages are strange and useless. Messages should not be shown or they should be informative for user. Question: Is that correct that pool_transactions_genesis and domain_transactions_genesis are not enough for correct validation of blskeys on CLI side? Additional Information: If you will use docker client (created by client_for_pool_start.sh), client will work correctly, error messages will not be shown. Genesis files of docker client and client on separated machine were double-checked and they are the same.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
ISSUE-205266,1.10.0 Release,"*Release Goal* Release everything that is ready. Especially: * Improved view change algorithm *Acceptance Criteria* Regular instructions: * Code is tested * Review upstream releases to decide what should be included in this build * Build is produced with automated CI / CD ** Official build is tagged as released in Git ** Official builds should be the only builds that are not marked in GitHub as """"pre-release"""" * Prepare basic documentation on new features * Prepare the Release Notes ** Link to the documentation on new features ** Stored as a CHANGELOG.md in the root of the repo ** Latest release at the top, above the release notes for all previous versions * The release should be on GitHub “Releases” tab. ** Release notes should be in the “Description"""" field of the GitHub release artifact * The release is marked in JIRA * Add the correct fixVersion to included issues * Enable others to use the release: ** Email stakeholders with links to the artifacts and release notes",0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,4,1,0,0,1,0
ISSUE-206591,Incubation: Remove all non-Indy branding from indy-anoncreds repo,"We need to remove all non-Indy branding and names from indy-anoncreds repo: * Package names * Code primitive names * Paths * Documentation Ideally, if full-text search for Sovrin and Evernym will return nothing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISSUE-207055,Make the tests working using pure pytest,There is the runner.py script which is common for 4 repos. The script is used for testing on CI and local testing. So we have two options: * store 4 copies of the script in each repo * store the script in a common repo so each developer has to somehow obtain the script from the repo Both options have disadvantages. The only solution can be do not use runner.py by making the tests working using just the `pytest` commands. A solution should be check on the CI and the developer environment (pycharm and terminal).,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0
ISSUE-206198,The node blacklisted the remaining nodes during network problems,"*Steps to reproduce:* 1) create pool with 15 nodes (privileged mode) 2) apply [suppressor.sh|https://drive.google.com/open?id=1fSA-Z2HUXXe9N4vcPiHsjL1DLIzK28x2] (updated) for node1, node2, node3, node7, node13 (started with $S2=1.97..2.02 sec delay, not in the single moment) 3) start load test 100threads * 100txns *Actual results:* Pool finished with 5072 txns, but node1, node2, node3 have only 592 txns. All nodes shows each of others as reachable. After connection reestablishing these nodes couldn't catch up with the pool (without or with node restarting) [Logs|https://drive.google.com/file/d/1lGtyB4X3tub3STMhjFGwY055RwYVDotT/view?usp=sharing]",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
ISSUE-205670,Tests using the sdk fail on the master branch,"<USER>commented on Jun 1 Tests (majority) on master branch that require indy-sdk fail on the call to open_pool_ledger which is calling indy_open_pool_ledger. Easiest way to reproduce is to run plenum/test/sdk/test_sdk_bindings.py. The same tests work on older branches, the difference being the format of genesis files. Failing test have this genesis file (new txn format) ,txn"""":,dest"""":""""JpYerf4CssDrH76z7jyQPJLnZ1vwYgvKbvcp16AB5RQ""""},metadata"""":,type"""":""""0""""},txnMetadata"""":,ver"""":""""1""""} ,txn"""":,dest"""":""""DG5M4zFm33Shrhjj6JB7nmx9BoNJUq219UXDfvwBDPe2""""},metadata"""":,type"""":""""0""""},txnMetadata"""":,ver"""":""""1""""} ,txn"""":,dest"""":""""AtDfpKFe1RPgcr5nnYBw1Wxkgyn8Zjyh5MzFoEUTeoV3""""},metadata"""":,type"""":""""0""""},txnMetadata"""":,ver"""":""""1""""} ,txn"""":,dest"""":""""4yC546FFzorLPgTNTc6V43DnpFrR8uHvtunBxb2Suaa2""""},metadata"""":,type"""":""""0""""},txnMetadata"""":,ver"""":""""1""""} Passing tests have this genesis file (old txn format) ,dest"""":""""JpYerf4CssDrH76z7jyQPJLnZ1vwYgvKbvcp16AB5RQ"""",identifier"""":""""MSjKTWkPLtYoPEaTF1TUDb"""",type"""":""""0""""} ,dest"""":""""DG5M4zFm33Shrhjj6JB7nmx9BoNJUq219UXDfvwBDPe2"""",identifier"""":""""E4rYSWBUA12j5ScG6mie1p"""",type"""":""""0""""} ,dest"""":""""AtDfpKFe1RPgcr5nnYBw1Wxkgyn8Zjyh5MzFoEUTeoV3"""",identifier"""":""""QxzxUA7gePtb9t46n1YgsC"""",type"""":""""0""""} ,dest"""":""""4yC546FFzorLPgTNTc6V43DnpFrR8uHvtunBxb2Suaa2"""",identifier"""":""""WMStfRmANynUmdpa1QYKDw"""",type"""":""""0""""} It looks like indy-sdk is not able to parse new txn format By using the libindy.so and libindy-crypto.so build from master branch from respective repositories, i get the error _load_cdll: Can't load libindy: .... libindy.so: undefined symbol: crypto_pwhash while running plenum tests (try running the file mentioned above). I have libsodium18 and libsodium18-dev installed, do i need a newer version of libsodium for crypto_pwhash?",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ISSUE-205185,Write a script to upgrade audit ledger for the new state recovered from ledger,"As a result of bugs (INDY-2283), we have live Indy networks that have incorrect merkle hash calculations in the audit history. This prevents new nodes from coming into consensus in these pools. We should migrate the history to be correct.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISSUE-205803,Find out maximal pool performance numbers for mixed mode (read and write),"Find out maximal pool performance for a mix of of writs and reads: * Mixture mode as in INDY-1343 * Mixture mode with FEEs (for the txns we support FEEs in the load script) Run strategy: * Consider have metrics enabled and increase the load starting from a small number. If according to metrics everything is fine, increase the load further.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ISSUE-206213,Read-ledger without storage copy in case of RocksDB (RocksDB read-only mode support),"Unlike LevelDB the RocksDB supports read-only mode. Several processes can open the same storage in read-only mode. It means that it is not necessary to create storage copy by read_ledger script to read all entities. Instead the storage can be opened in read-only mode by read_ledger script if it is a rocksdb storage, but for now read-only option is not supported by our code.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ISSUE-205553,Node that does not upgrade spams the config ledger,"On the Sovrin TestNet, a trustee posted an upgrade transaction for 18:05 on Friday, Dec. 14. Most nodes upgraded properly, but one of them (named sovrin.sicpa.com) did not and instead got into a state where it continually wrote """"in-progress"""" transactions to the config ledger, at a rate of about 1 every 3 seconds. This continued until a trustee wrote a transaction to the ledger restarting the indy-node service on the problem node. Looking at the logs from the node (attached), it appears that perhaps the indy-node-control service was not running. The steward says that there were no entries in journalctl from indy-node-control, which might support this. We will debug this further with the steward, and findings will be added here as we proceed. Meanwhile, the problem where the condition results in spamming of the ledger should be remedied, regardless of the cause of the failure to upgrade. Attaching the config ledger from another node as well.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0
